Age,Gender,MaritalStatus,Education,EducationField,JobRole,Department,BusinessTravel,MonthlyIncome,DistanceFromHome,JobSatisfaction,JobInvolvement,RelationshipSatisfaction,PerformanceRating,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Churn
42,Female,Divorced,College,Medical,Manufacturing Director,Research & Development,Non-Travel,5265,21,High,High,Medium,Excellent,5,3,0,2,No
38,Male,Married,Master,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,6553,2,High,High,Medium,Excellent,1,0,0,0,No
38,Male,Married,Bachelor,Technical Degree,Manufacturing Director,Research & Development,Travel_Rarely,6261,29,Very High,High,Low,Excellent,7,7,1,7,No
27,Male,Married,Below College,Technical Degree,Manufacturing Director,Research & Development,Travel_Frequently,4298,1,Low,Medium,High,Excellent,2,2,2,0,No
49,Male,Divorced,Master,Life Sciences,Manufacturing Director,Research & Development,Non-Travel,6804,18,Very High,High,Low,Excellent,7,7,1,7,No
34,Male,Divorced,Master,Medical,Research Scientist,Research & Development,Travel_Frequently,3815,10,High,High,Very High,Excellent,5,3,2,0,No
40,Male,Married,College,Medical,Laboratory Technician,Research & Development,Travel_Rarely,2741,19,Very High,High,High,Excellent,7,2,3,7,No
38,Male,Married,Below College,Medical,Healthcare Representative,Research & Development,Travel_Rarely,6673,29,Low,High,Medium,Excellent,1,0,0,0,Yes
29,Female,Married,Bachelor,Marketing,Sales Executive,Sales,Travel_Rarely,7639,27,Very High,High,Very High,Outstanding,10,4,1,9,Yes
22,Male,Divorced,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2328,5,Medium,Very High,Low,Excellent,4,2,2,2,No
36,Female,Single,Below College,Medical,Laboratory Technician,Research & Development,Travel_Frequently,2153,18,Very High,High,Low,Excellent,8,1,1,7,No
40,Male,Married,Doctor,Life Sciences,Healthcare Representative,Research & Development,Non-Travel,4876,9,Very High,Medium,Very High,Excellent,3,2,0,2,No
46,Male,Divorced,Master,Medical,Healthcare Representative,Research & Development,Travel_Rarely,9396,1,Low,High,High,Excellent,4,2,0,3,No
32,Male,Married,Master,Medical,Sales Executive,Sales,Travel_Rarely,10400,4,Very High,Low,High,Excellent,14,8,9,8,Yes
30,Male,Single,Below College,Life Sciences,Manufacturing Director,Research & Development,Non-Travel,8474,1,High,Medium,High,Outstanding,11,8,5,8,No
27,Female,Single,Bachelor,Life Sciences,Sales Executive,Sales,Travel_Frequently,9981,20,High,High,Very High,Excellent,7,7,0,7,No
51,Male,Married,Master,Life Sciences,Research Director,Research & Development,Travel_Rarely,12490,8,Medium,Medium,Very High,Excellent,10,9,4,7,No
30,Female,Single,Bachelor,Technical Degree,Research Scientist,Research & Development,Travel_Rarely,2657,3,Low,High,High,Excellent,5,2,0,4,Yes
41,Female,Single,Bachelor,Life Sciences,Manager,Sales,Travel_Rarely,13591,6,Very High,High,High,Excellent,1,0,0,0,No
30,Female,Single,Master,Marketing,Sales Executive,Sales,Travel_Frequently,6696,26,Low,Medium,High,Excellent,6,3,0,1,Yes
29,Male,Single,Bachelor,Technical Degree,Research Scientist,Research & Development,Travel_Rarely,2058,1,High,High,Very High,Excellent,6,2,1,5,Yes
45,Female,Single,Bachelor,Medical,Sales Executive,Sales,Non-Travel,8865,6,Very High,Medium,Very High,Excellent,19,7,12,8,No
54,Female,Married,Bachelor,Marketing,Sales Executive,Sales,Travel_Rarely,5940,3,Low,High,Very High,Excellent,6,2,0,5,No
36,Male,Single,College,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,5914,5,Medium,High,Very High,Excellent,13,11,3,7,No
33,Female,Married,Master,Medical,Research Scientist,Research & Development,Travel_Rarely,2622,4,Medium,Medium,Very High,Outstanding,3,2,1,1,No
37,Male,Divorced,Bachelor,Other,Research Director,Research & Development,Travel_Frequently,12185,11,Very High,High,High,Excellent,10,8,0,7,No
38,Male,Divorced,Bachelor,Life Sciences,Sales Executive,Sales,Travel_Rarely,10609,3,High,High,High,Excellent,16,10,5,13,No
31,Male,Married,Master,Medical,Manufacturing Director,Research & Development,Non-Travel,4345,1,High,Low,Very High,Excellent,5,4,1,4,No
59,Male,Married,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2177,3,Very High,Medium,Low,Excellent,1,0,0,0,No
37,Male,Divorced,Master,Marketing,Sales Representative,Sales,Travel_Frequently,2793,4,Very High,High,High,Excellent,9,8,5,8,No
29,Female,Married,Below College,Medical,Sales Executive,Sales,Travel_Frequently,7918,1,Very High,High,Very High,Excellent,11,10,4,1,No
35,Female,Single,Bachelor,Marketing,Sales Executive,Sales,Travel_Frequently,8789,1,High,High,Low,Excellent,10,7,0,8,No
29,Male,Single,Below College,Medical,Research Scientist,Research & Development,Travel_Rarely,2389,18,Very High,Medium,High,Excellent,4,3,0,1,Yes
52,Female,Single,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,3212,2,Very High,Medium,Medium,Excellent,2,2,2,2,No
42,Male,Married,College,Technical Degree,Manager,Research & Development,Travel_Rarely,19232,4,Very High,High,Very High,Excellent,22,17,11,15,No
59,Male,Married,College,Medical,Human Resources,Human Resources,Travel_Rarely,2267,6,High,High,Very High,Excellent,2,2,2,2,No
50,Female,Divorced,Master,Medical,Manager,Sales,Travel_Rarely,19517,1,Very High,High,High,Excellent,7,0,0,6,No
33,Male,Married,Bachelor,Medical,Laboratory Technician,Research & Development,Travel_Rarely,2436,14,Very High,High,High,Excellent,5,4,0,4,Yes
43,Female,Married,Bachelor,Marketing,Manager,Sales,Travel_Rarely,16064,16,Very High,High,High,Outstanding,17,13,1,9,No
33,Female,Married,College,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,2707,2,Low,High,Low,Outstanding,9,7,1,7,Yes
52,Male,Single,Master,Life Sciences,Manager,Sales,Non-Travel,19068,2,High,Medium,Very High,Excellent,33,7,15,12,No
32,Female,Married,College,Life Sciences,Sales Representative,Sales,Travel_Rarely,3931,4,Medium,High,Low,Excellent,4,3,1,2,No
32,Male,Single,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,3730,1,High,Medium,Very High,Excellent,3,2,1,2,Yes
39,Female,Divorced,Master,Medical,Laboratory Technician,Research & Development,Travel_Rarely,2232,1,High,High,High,Excellent,3,2,1,2,No
32,Male,Married,Master,Marketing,Sales Executive,Sales,Non-Travel,4465,26,Very High,High,Low,Excellent,3,2,2,2,No
41,Male,Divorced,College,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,3072,19,Low,High,Low,Excellent,1,0,0,0,No
40,Male,Divorced,College,Technical Degree,Research Scientist,Research & Development,Travel_Rarely,3319,24,Very High,High,Low,Excellent,9,8,4,7,No
45,Male,Married,Bachelor,Other,Manager,Research & Development,Travel_Rarely,19202,1,Very High,Very High,High,Excellent,24,0,1,7,No
31,Male,Divorced,Master,Medical,Research Director,Research & Development,Travel_Frequently,13675,3,High,High,Low,Excellent,2,2,2,2,No
33,Female,Married,Master,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2911,5,Very High,Medium,High,Excellent,2,2,0,2,No
34,Male,Married,Master,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,5957,2,Low,Medium,Medium,Excellent,11,9,5,9,No
37,Female,Married,College,Medical,Research Scientist,Research & Development,Travel_Rarely,3920,1,Low,Medium,Low,Excellent,3,1,0,2,No
45,Male,Married,Master,Life Sciences,Manufacturing Director,Research & Development,Travel_Frequently,6434,7,High,Very High,Very High,Excellent,3,2,0,2,No
37,Male,Divorced,Bachelor,Medical,Manufacturing Director,Research & Development,Travel_Frequently,10048,10,High,High,Medium,Excellent,1,0,0,0,Yes
39,Female,Single,Master,Technical Degree,Healthcare Representative,Research & Development,Travel_Frequently,10938,2,High,High,Very High,Outstanding,19,6,11,8,No
29,Male,Single,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2340,15,Very High,High,Low,Excellent,6,5,1,5,No
42,Female,Single,College,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,6545,17,Low,Very High,High,Excellent,3,2,0,2,No
29,Male,Divorced,College,Marketing,Sales Executive,Sales,Travel_Rarely,6931,20,Very High,High,Very High,Excellent,3,2,0,2,No
25,Female,Married,Bachelor,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,4898,1,High,High,Very High,Excellent,4,2,1,2,No
42,Female,Divorced,Bachelor,Medical,Laboratory Technician,Research & Development,Travel_Rarely,2593,2,Low,Medium,High,Excellent,9,6,7,8,No
40,Male,Divorced,College,Medical,Research Director,Research & Development,Travel_Rarely,19436,2,High,High,Very High,Excellent,21,7,3,9,No
51,Male,Married,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2723,1,Very High,High,Medium,Excellent,1,0,0,0,No
31,Male,Single,College,Medical,Laboratory Technician,Research & Development,Travel_Frequently,3479,29,Medium,Medium,Medium,Excellent,5,4,1,4,Yes
32,Male,Married,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Travel_Frequently,2794,7,Medium,Very High,High,Outstanding,5,1,0,3,No
38,Male,Married,College,Life Sciences,Sales Executive,Sales,Non-Travel,5249,2,Very High,Medium,Very High,Excellent,8,7,7,5,No
32,Male,Single,Below College,Technical Degree,Laboratory Technician,Research & Development,Travel_Rarely,2176,2,Low,Medium,Very High,Excellent,6,2,0,4,No
46,Female,Married,Bachelor,Technical Degree,Manager,Sales,Travel_Rarely,16872,2,Medium,Low,Medium,Excellent,7,7,7,7,No
28,Male,Single,Master,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,3485,2,High,High,High,Excellent,0,0,0,0,Yes
29,Male,Married,Bachelor,Medical,Sales Executive,Sales,Travel_Rarely,6644,2,Medium,Medium,Medium,Excellent,0,0,0,0,No
31,Male,Married,Bachelor,Medical,Healthcare Representative,Research & Development,Travel_Rarely,5582,23,Very High,Medium,Medium,Outstanding,9,0,7,8,No
25,Male,Divorced,College,Life Sciences,Healthcare Representative,Research & Development,Non-Travel,4000,5,Low,Very High,Very High,Excellent,6,3,1,5,No
45,Male,Married,College,Medical,Healthcare Representative,Research & Development,Travel_Rarely,13496,20,Very High,High,Medium,Excellent,20,7,4,10,No
36,Male,Married,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,3210,6,Very High,High,High,Excellent,15,13,10,11,No
55,Male,Single,Bachelor,Medical,Manager,Research & Development,Travel_Rarely,19045,1,Low,High,High,Excellent,36,10,4,13,No
47,Male,Married,Master,Life Sciences,Manager,Research & Development,Non-Travel,11849,29,Medium,High,Very High,Excellent,10,7,9,9,Yes
28,Male,Married,Bachelor,Medical,Research Scientist,Research & Development,Travel_Rarely,2070,9,Very High,High,Very High,Outstanding,5,2,0,4,No
37,Male,Married,Master,Medical,Sales Executive,Sales,Travel_Rarely,6502,6,Very High,High,Medium,Excellent,5,4,0,1,No
21,Male,Single,College,Medical,Research Scientist,Research & Development,Travel_Rarely,3230,3,High,Medium,Low,Excellent,3,2,1,0,No
37,Female,Divorced,Master,Medical,Research Director,Research & Development,Non-Travel,13603,1,Very High,High,Low,Excellent,5,2,0,2,No
35,Female,Divorced,Bachelor,Life Sciences,Manager,Research & Development,Travel_Rarely,11996,22,Medium,Very High,Medium,Excellent,7,7,6,2,No
38,Female,Divorced,College,Medical,Sales Executive,Sales,Travel_Rarely,5605,7,Low,Very High,High,Outstanding,8,0,7,7,No
26,Female,Divorced,Bachelor,Life Sciences,Manufacturing Director,Research & Development,Travel_Frequently,6397,1,Medium,High,Low,Outstanding,6,5,1,4,No
50,Male,Divorced,Below College,Life Sciences,Research Director,Research & Development,Travel_Rarely,19144,4,Medium,High,Low,Excellent,10,4,1,6,No
53,Male,Married,Master,Medical,Research Director,Research & Development,Travel_Rarely,17584,3,High,High,Very High,Excellent,5,3,1,3,No
42,Male,Married,Below College,Life Sciences,Sales Executive,Sales,Travel_Rarely,4907,1,High,High,High,Outstanding,20,16,11,6,No
29,Male,Single,College,Life Sciences,Sales Executive,Sales,Travel_Frequently,4554,2,Very High,High,Low,Excellent,10,7,0,9,No
55,Male,Married,College,Technical Degree,Laboratory Technician,Research & Development,Travel_Rarely,5415,20,Very High,High,Very High,Excellent,10,7,0,8,No
26,Male,Married,College,Medical,Healthcare Representative,Research & Development,Travel_Frequently,4741,11,Low,High,High,Excellent,5,3,3,3,No
37,Female,Single,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2115,1,Very High,High,Medium,Excellent,17,12,5,7,No
44,Male,Divorced,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Travel_Frequently,3161,24,High,High,Very High,Outstanding,1,0,0,0,Yes
38,Male,Divorced,Master,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,5745,23,Very High,High,Medium,Excellent,2,2,1,2,No
26,Male,Divorced,Master,Medical,Laboratory Technician,Research & Development,Travel_Rarely,2373,16,Medium,High,Very High,Excellent,3,2,0,2,Yes
28,Female,Single,College,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,3310,8,Very High,High,Very High,Outstanding,5,3,0,2,No
49,Female,Single,Master,Life Sciences,Research Director,Research & Development,Travel_Frequently,18665,10,Low,High,Very High,Excellent,3,2,1,2,No
36,Male,Single,Bachelor,Technical Degree,Research Scientist,Research & Development,Travel_Rarely,4485,3,Medium,High,Very High,Excellent,8,0,7,7,No
31,Female,Divorced,Bachelor,Marketing,Sales Representative,Sales,Travel_Frequently,2789,5,Medium,High,High,Excellent,2,2,2,2,No
26,Male,Single,Master,Marketing,Sales Executive,Sales,Travel_Rarely,5828,4,Very High,Medium,Medium,Excellent,8,7,7,4,Yes
37,Male,Married,Bachelor,Medical,Research Scientist,Research & Development,Travel_Frequently,2326,9,Very High,High,High,Excellent,4,2,1,2,No
42,Female,Married,Bachelor,Marketing,Sales Executive,Sales,Travel_Frequently,13525,26,Medium,High,Very High,Excellent,20,4,4,8,No
18,Male,Single,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,1420,3,High,High,High,Excellent,0,0,0,0,Yes
35,Male,Married,Bachelor,Marketing,Sales Executive,Sales,Travel_Rarely,8020,16,Medium,High,High,Excellent,11,9,6,9,No
36,Male,Married,Master,Life Sciences,Laboratory Technician,Research & Development,Travel_Frequently,3688,18,Very High,Very High,Very High,Excellent,1,0,0,0,No
51,Male,Divorced,Bachelor,Medical,Manufacturing Director,Research & Development,Travel_Rarely,5482,2,Medium,Low,Very High,Excellent,4,1,1,2,No
41,Male,Single,Master,Life Sciences,Manager,Sales,Travel_Rarely,16015,2,Medium,High,Medium,Excellent,22,10,0,4,No
18,Female,Single,Bachelor,Medical,Sales Representative,Sales,Travel_Rarely,1200,10,High,Medium,Low,Excellent,0,0,0,0,No
28,Male,Single,College,Medical,Healthcare Representative,Research & Development,Travel_Rarely,5661,16,Low,Very High,High,Excellent,8,3,0,7,No
31,Male,Married,Bachelor,Technical Degree,Sales Executive,Sales,Travel_Rarely,6929,7,Very High,Very High,Medium,Excellent,8,7,7,7,No
39,Male,Divorced,Bachelor,Medical,Healthcare Representative,Research & Development,Travel_Rarely,9613,1,Very High,Very High,Low,Excellent,18,10,3,7,No
36,Female,Married,Master,Life Sciences,Laboratory Technician,Research & Development,Non-Travel,5674,24,Medium,High,High,Excellent,9,8,0,8,No
32,Male,Married,Bachelor,Life Sciences,Sales Executive,Sales,Travel_Rarely,5484,7,High,Medium,High,Excellent,13,8,4,8,No
38,Female,Married,College,Life Sciences,Research Director,Research & Development,Travel_Rarely,12061,25,Medium,Medium,High,Excellent,10,8,0,1,No
58,Male,Divorced,Master,Life Sciences,Healthcare Representative,Research & Development,Non-Travel,5660,1,High,Low,Very High,Excellent,5,3,1,2,No
31,Male,Married,Master,Technical Degree,Research Scientist,Research & Development,Travel_Rarely,4821,5,Very High,High,High,Excellent,5,2,0,3,No
31,Male,Married,Bachelor,Human Resources,Human Resources,Human Resources,Travel_Rarely,6410,2,Low,Medium,Very High,Excellent,2,2,1,0,No
45,Male,Divorced,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Travel_Frequently,5210,7,Low,High,Low,Excellent,24,9,9,11,No
31,Male,Divorced,Master,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2695,2,Very High,High,Medium,Excellent,2,2,2,2,No
33,Female,Married,Master,Life Sciences,Manager,Research & Development,Travel_Frequently,11878,5,Medium,High,Medium,Excellent,10,6,8,8,No
39,Male,Married,Below College,Medical,Manager,Research & Development,Travel_Rarely,17068,10,Low,High,Very High,Excellent,21,9,11,10,No
43,Female,Single,Master,Life Sciences,Laboratory Technician,Research & Development,Travel_Frequently,2455,10,Very High,High,Low,Excellent,8,7,1,7,No
49,Female,Single,College,Technical Degree,Healthcare Representative,Research & Development,Travel_Rarely,13964,1,High,Medium,Very High,Excellent,7,1,0,7,No
52,Male,Married,Master,Medical,Research Scientist,Research & Development,Travel_Rarely,4941,8,Medium,Medium,Low,Excellent,8,2,7,7,Yes
27,Female,Single,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2478,5,Medium,High,Medium,Excellent,4,3,1,2,No
32,Female,Married,College,Technical Degree,Sales Executive,Sales,Travel_Rarely,5228,8,Medium,Medium,Very High,Excellent,13,12,11,9,No
27,Male,Single,Bachelor,Life Sciences,Sales Executive,Sales,Travel_Rarely,4478,2,High,High,Low,Excellent,5,4,0,4,No
31,Male,Divorced,Bachelor,Marketing,Sales Executive,Sales,Travel_Rarely,7547,7,Very High,High,Very High,Excellent,7,7,1,7,No
32,Female,Single,Master,Medical,Research Scientist,Research & Development,Travel_Rarely,5055,2,Very High,Very High,High,Excellent,7,7,0,7,No
28,Male,Married,Master,Medical,Research Scientist,Research & Development,Travel_Rarely,3464,2,Very High,Low,Very High,Excellent,3,2,2,2,Yes
